Iso3_code,Country,Region,Subregion,Indicator,Dimension,Category,Sex,Age,Year,Unit of measurement,VALUE,Source
BGR,Bulgaria,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2010,Counts,696,CTS
BIH,Bosnia and Herzegovina,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2010,Counts,147,CTS
BLR,Belarus,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2010,Counts,366,CTS
CHE,Switzerland,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2010,Counts,2492,CTS
CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2010,Counts,1337,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2010,Counts,36566,CTS
DNK,Denmark,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2010,Counts,2010,CTS
ESP,Spain,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2010,Counts,9958,CTS
EST,Estonia,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2010,Counts,275,CTS
FIN,Finland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2010,Counts,2417,CTS
FRA,France,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2010,Counts,22963,CTS/MoI
GBR_E_W,United Kingdom (England and Wales),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2010,Counts,45363,CTS
GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2010,Counts,1894,CTS
GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2010,Counts,6120,CTS
GRC,Greece,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2010,Counts,511,CTS
HRV,Croatia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2010,Counts,397,CTS
HUN,Hungary,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2010,Counts,1292,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2010,Counts,2366,CTS
ISL,Iceland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2010,Counts,217,CTS
ITA,Italy,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2010,Counts,4813,CTS
LIE,Liechtenstein,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2010,Counts,6,CTS
LTU,Lithuania,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2010,Counts,514,CTS
LUX,Luxembourg,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2010,Counts,211,CTS
LVA,Latvia,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2010,Counts,231,CTS
MDA,Republic of Moldova,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2010,Counts,557,CTS
MKD,North Macedonia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2010,Counts,124,CTS
MLT,Malta,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2010,Counts,91,CTS
MNE,Montenegro,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2010,Counts,36,CTS
NLD,Netherlands,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2010,Counts,9610,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2010,Counts,2448,CTS
POL,Poland,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2010,Counts,3099,CTS
PRT,Portugal,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2010,Counts,2140,CTS
ROU,Romania,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2010,Counts,1486,CTS
RUS,Russian Federation,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2010,Counts,15231,CTS
SRB,Serbia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2010,Counts,493,CTS
SVK,Slovakia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2010,Counts,562,CTS
SVN,Slovenia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2010,Counts,375,CTS
SWE,Sweden,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2010,Counts,14125,CTS
UKR,Ukraine,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2010,Counts,1348,CTS/DMDB
VAT,Holy See,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2010,Counts,0,CTS
XKX,Kosovo under UNSCR 1244,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2010,Counts,149,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2011,Counts,44,CTS
AND,Andorra,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2011,Counts,17,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2011,Counts,3769,CTS
BEL,Belgium,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2011,Counts,7272,CTS
BGR,Bulgaria,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2011,Counts,649,CTS
BIH,Bosnia and Herzegovina,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2011,Counts,167,CTS
BLR,Belarus,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2011,Counts,344,CTS
CHE,Switzerland,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2011,Counts,2816,CTS
CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2011,Counts,1456,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2011,Counts,36354,CTS
DNK,Denmark,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2011,Counts,1866,CTS
ESP,Spain,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2011,Counts,9892,CTS
EST,Estonia,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2011,Counts,311,CTS
FIN,Finland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2011,Counts,3252,CTS
FRA,France,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2011,Counts,23871,CTS/MoI
GBR_E_W,United Kingdom (England and Wales),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2011,Counts,44580,CTS
GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2011,Counts,1866,CTS
GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2011,Counts,6794,CTS
GRC,Greece,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2011,Counts,435,CTS
HRV,Croatia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2011,Counts,378,CTS
HUN,Hungary,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2011,Counts,809,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2011,Counts,2014,CTS
ISL,Iceland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2011,Counts,285,CTS
ITA,Italy,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2011,Counts,4617,CTS
LIE,Liechtenstein,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2011,Counts,5,CTS
LTU,Lithuania,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2011,Counts,529,CTS
LUX,Luxembourg,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2011,Counts,217,CTS
LVA,Latvia,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2011,Counts,198,CTS
MDA,Republic of Moldova,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2011,Counts,461,CTS
MKD,North Macedonia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2011,Counts,126,CTS
MLT,Malta,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2011,Counts,69,CTS
MNE,Montenegro,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2011,Counts,25,CTS
NLD,Netherlands,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2011,Counts,9195,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2011,Counts,2661,CTS
POL,Poland,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2011,Counts,3030,CTS
PRT,Portugal,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2011,Counts,2091,CTS
ROU,Romania,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2011,Counts,1325,CTS
RUS,Russian Federation,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2011,Counts,16096,CTS
SRB,Serbia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2011,Counts,432,CTS
SVK,Slovakia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2011,Counts,776,CTS
SVN,Slovenia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2011,Counts,312,CTS
SWE,Sweden,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2011,Counts,14679,CTS
VAT,Holy See,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2011,Counts,0,CTS
XKX,Kosovo under UNSCR 1244,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2011,Counts,154,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,Counts,44,CTS
AND,Andorra,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,Counts,18,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,Counts,3855,CTS
BEL,Belgium,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,Counts,7093,CTS
BGR,Bulgaria,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,Counts,696,CTS
BIH,Bosnia and Herzegovina,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,Counts,139,CTS
BLR,Belarus,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,Counts,439,CTS
CHE,Switzerland,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,Counts,2581,CTS
CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,Counts,1410,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,Counts,36277,CTS
DNK,Denmark,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,Counts,1904,CTS
ESP,Spain,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,Counts,9008,CTS
EST,Estonia,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,Counts,400,CTS
FIN,Finland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,Counts,3511,CTS
FRA,France,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,Counts,26783,CTS/MoI
GBR_E_W,United Kingdom (England and Wales),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,Counts,46118,CTS
GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,Counts,1884,CTS
GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,Counts,7159,CTS
GRC,Greece,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,Counts,486,CTS
HRV,Croatia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,Counts,343,CTS
HUN,Hungary,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,Counts,1355,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,Counts,2116,CTS
ISL,Iceland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,Counts,273,CTS
ITA,Italy,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,Counts,4689,CTS
LIE,Liechtenstein,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,Counts,12,CTS
LTU,Lithuania,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,Counts,441,CTS
LUX,Luxembourg,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,Counts,278,CTS
LVA,Latvia,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,Counts,326,CTS
MDA,Republic of Moldova,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,Counts,617,CTS
MKD,North Macedonia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,Counts,120,CTS
MLT,Malta,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,Counts,82,CTS
MNE,Montenegro,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,Counts,24,CTS
NLD,Netherlands,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,Counts,8880,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,Counts,2625,CTS
POL,Poland,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,Counts,2776,CTS
PRT,Portugal,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,Counts,2029,CTS
ROU,Romania,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,Counts,1541,CTS
RUS,Russian Federation,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,Counts,13772,CTS
SRB,Serbia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,Counts,385,CTS
SVK,Slovakia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,Counts,641,CTS
SVN,Slovenia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,Counts,264,CTS
SWE,Sweden,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,Counts,14090,CTS
VAT,Holy See,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,Counts,0,CTS
XKX,Kosovo under UNSCR 1244,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,Counts,164,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2013,Counts,87,CTS
AND,Andorra,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2013,Counts,18,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2013,Counts,3780,CTS
